HSN Code,Description,Rate (%),CESS (%),Effective Date,Rate Revision
28500041,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849 - HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS",18%,,01/07/2017,
28500049,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849 - HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS",18%,,01/07/2017,
28500050,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF HEADING 2849 - HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS",18%,,01/07/2017,
2851,-,18%,,01/07/2017,
28510010,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS - OTHER INORGANIC COMPOUNDS (INCL",18%,,01/07/2017,
28510020,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS - OTHER INORGANIC COMPOUNDS (INCL",18%,,01/07/2017,
28510030,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS - OTHER INORGANIC COMPOUNDS (INCL",18%,,01/07/2017,
28510040,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS - OTHER INORGANIC COMPOUNDS (INCL",18%,,01/07/2017,
28510090,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS - OTHER INORGANIC COMPOUNDS (INCL",18%,,01/07/2017,
28510091,CYNOGEN CHLORIDE,18%,,01/07/2017,
28510099,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: OTHER",18%,,01/07/2017,
2852,"INORGANIC OR ORGANIC COMPOUNDS OF MERCURY, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING AMALGAMS:",18%,,01/07/2017,
285210,CHEMICALLY DEFINED,18%,,01/07/2017,
28521000,"INORGANIC OR ORGANIC COMPOUNDS OF MERCURY, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING AMALGAMS;-CHEMICALLY DEFINED",18%,,01/07/2017,
285290,OTHER,18%,,01/07/2017,
28529000,"INORGANIC OR ORGANIC COMPOUNDS OF MERCURY, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING AMALGAMS;-OTHER",18%,,01/07/2017,
2853,COMPRESSED AIR,5%,,01/07/2017,
2853,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS",5%,,01/07/2017,
285300,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS",5%,,01/07/2017,
28530010,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INC",5%,,01/07/2017,
28530020,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INC",5%,,01/07/2017,
28530030,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INC",5%,,01/07/2017,
28530040,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INC",5%,,01/07/2017,
28530091,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INC",5%,,01/07/2017,
28530099,"OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS: - OTHER INORGANIC COMPOUNDS (INC",5%,,01/07/2017,
28531000,CYANOGEN CHLORIDE (CHLORCYAN),5%,,01/07/2017,
28539010,DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY,5%,,01/07/2017,
28539020,"LIQUID AIR, WHETHER OR NOT RARE GASES HAS BEEN REMOVED",5%,,01/07/2017,
28539030,COMPRESSED AIR,5%,,01/07/2017,
28539040,"AMALGAMS, OTHER THAN OF PRECIOUS METALS",5%,,01/07/2017,
28539090,OTHER,5%,,01/07/2017,
